,sentiment,text
1133,negative,😭 a #nightmare just woke me up 😭
1134,positive,#GilmoreGirlsTop4 brought to you by 1. Babette 2. Jackson 3. Jess 4. Brian 🤗 Happy #GilmoreGirlsRevival Day!!
1135,positive,"@united ok, have sent u info via DM. I appreciate your help and consideration. 😊"
1136,positive,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat
1137,positive,"At the #NBAwards finalist reading, the poets were on 🔥. I've been reading these all day & they are brilliant. I can… https://t.co/M08wXICKdx"
1138,neutral,Will Grayson Allen enter the draft this year? 🤔
1139,positive,@JetBlue incredible PR team. 👏👏👏👏
1140,negative,the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap 🤗
1141,negative,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help"
1142,positive,@verynetwork #hatchimals #BlackFriday Count me in! 🍀
1143,neutral,@SouthwestAir just announced non-stop flights to Dallas from Columbus. Well next time @iGotMonte best you'll have less time airport hopin 😂😂
1144,positive,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks
1145,neutral,"Ok, I know a lot of you think a wall on the Mexican border is insane, but hear me out... What if instead of Mexico it was California?😂😂😂😂"
1146,negative,Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here 🙃
1147,positive,So happy my next class is canceled bc..im od tired 😭
1148,positive,'your marker teacher'.i looked at him n just burst out laughing i swear these kids will never take me seriously 🤦🏻‍♀️
1149,negative,All the tweets about the #GOPDebate are hilarious 👌🏻 (aka Trump is the biggest joke of 2015; thanks for all the laughs 😂)
1150,negative,@VirginAmerica trying to book a flight &amp; your site is down 😁
1151,positive,I didn't think #ThisisUS would be this awesome. Officially addicted 💓
1152,positive,Can't wait to take family pictures 😩💜💜 just so excited to start doing fun things with my babies 👨‍👩‍👧
1153,negative,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐"
1154,neutral,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”"
1155,positive,"Season finale of @WestworldHBO was MAGIFICENT! 👌👌 You guys are amazing, possibly hiring extras for season 2? #WestWorld"
1156,negative,Looks like I'm going in for my op just over a week or so early! #nervous 🙈🙈🙈
1157,positive,@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌
1158,neutral,@QPRFC I've watched it twice & haven't spotted Bircham's blue hair spray 😱 3rd time for me now #MannequinChallenge
1159,neutral,"MOVE OVER Marijuana-lovers, there's a new recreational-cum-medical substance in town 👉🏼 MEDICAL MAGIC MUSHROOMS 🍄 https://t.co/uzN6akHNXb"
1160,positive,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper  #letsdance #dirtydancinginthemoonlight👌
1161,neutral,"Japan prepares for NUCLEAR war with North Korea.https://t.co/62UTZRVlPZMark 13:7 And when ye shall hear of wars ↪ and rumours of wars,↩..."
1162,positive,@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday
1163,positive,"Steve Bannon is my Favorite Trump -Pick Yet, Breitbart is a threat to media🎉coming from a fellow Jew, Trump will ha… https://t.co/Sn9ZxdH33m"
1164,negative,Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉
1165,neutral,Sign up for @SpinMaster newsletter to enter #HatchimalsSweepstakes ✨➡️https://t.co/3dOxLhLY4HNow you have a chance… https://t.co/DyVtTtnTgb
1166,negative,"Catherine McKenna, what a winner she is, refusing to answer Peter Armstrongs question in regards to the pipeline.Typical Liberals.👎👎👎"
1167,neutral,😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/BBaONx9txD”
1168,neutral,"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. 😄 (right, @annebevi @PaulBev1  @MikeAbramson??)"
1169,neutral,Bad hombres ran a 🦃 trot relay. Took 9th place among men teams @memphisbotanic #TurkeyTrot #Run901 #RunHappy https://t.co/lHu6rkkhTQ
1170,neutral,"⚽️ Training underway at Ciutat Esportiva. Aleix Vidal does not train due to personal reasons, with permission from… https://t.co/OcuBwh3gj6"
1171,neutral,"""If you are traveling with the samsung galaxy note 7, please leave it at the service desk and we will be happy to throw it away for you"" 😂"
1172,negative,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser
1173,positive,"If you guys want a super inhealthy, but delicious snack, @cheezit dipped in cream cheese is the way to go 👌🏼👌🏼 #delicious #preggocravings"
1174,positive,@BBC_Culture @britishmuseum @CoppermillPoets such an  interesting article about cabinets of curiosities 💙 📝 📎 http://t.co/jO4gPHQ0pq
1175,negative,Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠 #angry #Rooney #mufc
1176,neutral,“@RollingStone: The 6 most surprising moments from last night's wacky #GOPDebate http://t.co/R01n1DY7fT http://t.co/9Uy3Tq5Otn” sums it up👍🏻
1177,negative,@SouthwestAir stop ur bs promos of ✈️anywhere starting at 79$ I click and everywhere I'd fly=130$ The only place thats 79$ is CLE #NoThanks
1178,negative,@USAirways always letting me down. 👊
1179,negative,@JetBlue the big board says we aren't leaving until after 8:30 😩
1180,positive,I wonder can you doing #mannequinchallenge in #OnceUponATime @OnceABC 🙏🏻😁
1181,positive,@VirginAmerica thank you! I absolutely will 😎
1182,positive,Can't wait till Christmas and valentines day😊
1183,negative,"@donaldbroom @elizabethforma 😂😂 GO ON IDIOT! UR PARTY IS DEAD B/C U JUST KEEP ON HATING! AMERICA IS FED UP W UR, RA… https://t.co/6FgqGA4Ywc"
1184,positive,How the F David Blaine pull out those!!! 🙀
1185,negative,@Kevosweeno @RebeccaTalbot01 @MatthewConolly nazi Sweeney 🇧🇪
1186,negative,"When you're doing research for a paper & you find that China censored ""Kim Fatty the Third"" from internet searches to protect Kim Jong Un 😂"
1187,neutral,Kate Upton continues with the AL Cy Young debate... 🙄https://t.co/inuEU0AwEX
1188,negative,@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️
1189,negative,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety"
1190,negative,"Imagine how many ksones are crying right now for not getting tickets 😭 Meanwhile, isones dont even get a chance to go on war for tickets 😭"
1191,negative,Everything I order online just comes looking like a piece of shit 😤
1192,negative,@SizweM01 and it's kinda depressing hey!!! 😑
1193,negative,"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflicted😬"
1194,neutral,@chini_06_ show? Its Ashley Graham💁
1195,neutral,@AmericanAir 3659 from SGF -&gt; DFW. You might want to clear off the ice for the planes landing. 😳
1196,negative,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming
1197,positive,@SouthwestAir El Paso deals....May❤❤❤😍🌏
1198,positive,@TrentBrock ha! No shade! I ❤️ her
1199,positive,"@Geminiak @LondonNPC you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀"
1200,positive,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue
1201,positive,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍
1202,neutral,💯💯💯 RT @JetBlue: Our fleet's on fleek. http://t.co/SrM13qbRZD
1203,negative,@lyssababe615 \nIf this room was burning 🔥
1204,negative,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 
1205,positive,Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered 
1206,positive,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
1207,positive,Everybody has a story. What made them who they are in this very moment. That's what I love about #ThisIsUs. 💖@NBCThisisUs
1208,positive,Ha ha love flats description of Marlie packer... Default setting 'combat mode'.... 😂😂😂😂😂  #brilliant \n@davidflatman @MarliePacker #WRWC2017
1209,positive,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞
1210,negative,RT @Nice1Parker: #GOPdebates where the bell doesn't mean a thing #dingdingding 😂
1211,neutral,Lob to Gordon! 💪 Tonight's @AFCU Instant Rewind! ⏪ (Vine by @utahjazz) https://t.co/0Bi0Vv0cpj
1212,negative,I am just so bitter today 😐
1213,negative,Donald get ur act together Quit fights on twitter w @nytimes Ur #notmypresident but ur 🇺🇸pik Get to work fool #TrumpTransitionTeam
1214,positive,My top sports teams.- Toronto blue jays-Chicago bulls-Colorado rockies-Denver broncos -Chicago cubs 😊👍
1215,negative,come on let's make em hate 😘make em pout they face 👿😩.
1216,negative,@johnmerro1 @Liberobility still bitter about last night lads 😂
1217,positive,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊
1218,neutral,RT @peddoc63: She belongs in Top 10✔️@CarlyFiorina takes Hillary head on! #GOPDebate @steph93065 @MaydnUSA http://t.co/oON7JFurII
1219,neutral,@JetBlue hope so! looks nice and warm in San Juan 🌴
1220,neutral,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons
1221,negative,Reckless Moron. 😡🌪🇺🇸#trumptransitionteam #notmypresident #fucktrump #jewishresistance… https://t.co/kKORhIMS4r
1222,positive,Congrats to the @UtahJazz for getting that W! 👊💙 #TakeNote #DENatUTA #UtahJazz https://t.co/XWBfA5wWKT
1223,positive,@reinervshunter you got this💙 #staystrong  #yourebeautiful
1224,positive,@britishmuseum thanks for the tour! Just amazing! 💜 from Madrid
1225,neutral,📊 Champions League Group Stage: Group C so far. #UCL #FCBlive https://t.co/ne175SGrlK
1226,negative,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦 #nervous #timetogrind
1227,positive,Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates
1228,positive,It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda 😂😂😂
1229,positive,"@HillaryClinton I'm still with you 💯 and no matter what the networks say, you are a hero to all of us & the real winner #StillWithHer"
1230,neutral,Kim Jong Un from korea 🤘🏽 https://t.co/X7zRyqJMfW
1231,negative,The fact that I have no kids and am still stressed out about #hatchimals 😩
1232,negative,@silverstein 13th time seeing you guys today and you cancel the meet and greet because of the storm. We're all soaked.. 😡 #dissapointed
1233,neutral,"♫Everybody Knows by Leonard Cohen, from #SoundHound with LiveLyrics® https://t.co/EPV8ul3uft"
1234,positive,Adam @justinhartley should come back & take Christian to #thisisus #FridayFeeling😂❤️ #yr
1235,positive,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊
1236,positive,By far the best part of the #GOPDebate is the hostess @megynkelly 😍😍
1237,negative,Summer has been fun and I'm not quite sure of how I feel about the fact that it is AUGUST. The politics and the #GOPDebate  makes it worse😠😍
1238,positive,My sister called me and woke me up while I was fighting zombies with Rick. I watch too much #TheWalkingDead 😂
1239,neutral,@SouthwestAir microsecond too Late Flight so very very sad 😂😂😂😂😂😭😭😭😭😢😢😢😢
1240,neutral,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸 @FreyaBevan_Fund 💗 🎀 💗
1241,neutral,"RT @Jam1p: 💢Somehow our friends at FOX  missed the #GOPDebate 

@SenTedCruz took on:
Obama  
Hillary
Washington
Islamic Jihad
OHealthCare

…"
1242,neutral,"The @utahjazz just bought @kanga_tech, a training program built for the @NMFCOfficial football club. 🇦🇺… https://t.co/I7NizeO9Ty"
1243,positive,Need a man who looks at me like this guy looks at Kim Jong-un 😩😍 https://t.co/EH4KaHzqZ1
1244,positive,@SouthwestAir thanks for the great customer service today! 👍👌
1245,positive,I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing 📖🖋
1246,positive,After finally watching the whole of #FantasticBeasts I can officially say that it is a bloody awesome film✨
1247,positive,@SouthwestAir THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT @theTroubadour 😁 @Imaginedragons Crying /dying rn #ripme
1248,positive,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday
1249,positive,"My #GOPDebate review:👎🏻-Bush, Kasich; Eh-Huckabee, Christie; OK, wanted more-Paul, Cruz, Rubio; 👍🏻-Trump, Walker, Carson. Overall-good group"
1250,negative,You think Samsung ever figured out why their Galaxy Note 7 batteries were exploding? ⛷
1251,negative,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪
